VCP SETUP A — 2126 stocks — 2015-2026
Total: 3487 | WR: 54.7% | R:R: 2.01 | Exp: +6.8%

STOCK        DATE            ENTRY     EXIT    RET%  W  DAYS REASON  
-----------------------------------------------------------------
JMFINANCIL   2023-12-15      95.81    75.11   -21.6%  L    87 sl_hit  
DEEPAKFERT   2023-12-18     688.82   571.06   -17.1%  L    45 sl_hit  
ETERNAL      2023-12-18     128.55   158.25   +23.1%  W    91 time_up 
HFCL         2023-12-18      77.89    89.86   +15.4%  W    91 time_up 
JKTYRE       2023-12-18     382.38   422.52   +10.5%  W    91 time_up 
LEMONTREE    2023-12-18     122.30   129.75    +6.1%  W    91 time_up 
PVRINOX      2023-12-18    1811.05  1526.45   -15.7%  L    24 sl_hit  
UTIAMC       2023-12-18     812.55   764.80    -5.9%  L    91 time_up 
NUVOCO       2023-12-19     374.70   327.85   -12.5%  L    77 sl_hit  
SBIN         2023-12-19     631.90   704.74   +11.5%  W    90 time_up 
VBL          2023-12-19     466.54   571.98   +22.6%  W    90 time_up 
CASTROLIND   2023-12-20     132.25   178.51   +35.0%  W    90 time_up 
CHOLAFIN     2023-12-20    1234.52  1066.90   -13.6%  L    70 sl_hit  
GESHIP       2023-12-20     904.08   941.81    +4.2%  W    90 time_up 
GVT&D        2023-12-21     451.78   835.17   +84.9%  W    90 time_up 
JUBLPHARMA   2023-12-21     510.94   564.94   +10.6%  W    90 time_up 
SHREECEM     2023-12-21   27924.03 24796.98   -11.2%  L    75 sl_hit  
BAYERCROP    2023-12-22    5344.98  4801.00   -10.2%  L    82 sl_hit  
LAURUSLABS   2023-12-22     412.92   382.39    -7.4%  L    90 time_up 
TARIL        2023-12-22     111.98   162.86   +45.4%  W    90 time_up 
TECHNOE      2023-12-22     745.99   635.61   -14.8%  L    82 sl_hit  
BRITANNIA    2023-12-26    5101.81  4834.35    -5.2%  L    91 time_up 
TEJASNET     2023-12-27     862.95   740.84   -14.2%  L    27 sl_hit  
3MINDIA      2023-12-28   33900.86 29080.62   -14.2%  L    74 sl_hit  
BPCL         2023-12-28     207.71   265.42   +27.8%  W    90 time_up 
HINDPETRO    2023-12-28     253.63   294.33   +16.1%  W    90 time_up 
JSL          2023-12-28     566.68   697.17   +23.0%  W    90 time_up 
IDEA         2023-12-29      16.00    12.40   -22.5%  L    75 sl_hit  
OLECTRA      2023-12-29    1346.16  1887.65   +40.2%  W    90 time_up 
CAPLIPOINT   2024-01-01    1347.90  1363.60    +1.2%  W    91 time_up 
INDUSTOWER   2024-01-01     202.75   315.20   +55.5%  W    91 time_up 
WELCORP      2024-01-01     562.60   487.70   -13.3%  L    72 sl_hit  
ALOKINDS     2024-01-02      25.80    27.10    +5.0%  W    90 time_up 
APLLTD       2024-01-02     775.00   986.73   +27.3%  W    90 time_up 
DIVISLAB     2024-01-02    3987.26  3532.73   -11.4%  L    27 sl_hit  
GLENMARK     2024-01-02     885.36   978.64   +10.5%  W    90 time_up 
GSPL         2024-01-02     321.13   357.02   +11.2%  W    90 time_up 
ACC          2024-01-03    2264.57  2630.50   +16.2%  W    90 time_up 
CANBK        2024-01-03      86.14   111.79   +29.8%  W    90 time_up 
ANGELONE     2024-01-04     347.44   285.93   -17.7%  L    20 sl_hit  
INDUSINDBK   2024-01-04    1630.45  1525.71    -6.4%  L    90 time_up 
TIINDIA      2024-01-04    3549.10  3689.35    +4.0%  W    90 time_up 
TRIDENT      2024-01-04      37.36    40.14    +7.4%  W    90 time_up 
EIDPARRY     2024-01-05     574.45   588.65    +2.5%  W    90 time_up 
FINPIPE      2024-01-05     231.56   248.58    +7.3%  W    90 time_up 
MSUMI        2024-01-05      42.61    45.82    +7.5%  W    90 time_up 
PHOENIXLTD   2024-01-05    1240.65  1420.95   +14.5%  W    90 time_up 
ELECON       2024-01-08     492.98   402.64   -18.3%  L    65 sl_hit  
APOLLOTYRE   2024-01-09     454.96   456.47    +0.3%  W    90 time_up 
AUBANK       2024-01-09     775.12   714.49    -7.8%  L    14 sl_hit  
CUMMINSIND   2024-01-09    1961.07  2912.52   +48.5%  W    90 time_up 
ABBOTINDIA   2024-01-10   23925.63 25686.57    +7.4%  W    90 time_up 
AMBER        2024-01-10    3501.25  3786.45    +8.2%  W    90 time_up 
BALKRISIND   2024-01-10    2613.98  2353.81    -9.9%  L    27 sl_hit  
GODFRYPHLP   2024-01-10     712.63  1014.26   +42.3%  W    90 time_up 
GRAPHITE     2024-01-10     531.11   640.03   +20.5%  W    90 time_up 
NCC          2024-01-10     190.02   259.50   +36.6%  W    90 time_up 
VOLTAS       2024-01-10    1002.87  1302.05   +29.8%  W    90 time_up 
CEATLTD      2024-01-11    2445.51  2574.25    +5.3%  W    90 time_up 
CROMPTON     2024-01-11     319.53   272.78   -14.6%  L    62 sl_hit  
MRPL         2024-01-11     158.12   221.29   +40.0%  W    90 time_up 
RAINBOW      2024-01-11    1288.79  1095.04   -15.0%  L    61 sl_hit  
TATAINVEST   2024-01-11     444.43   684.94   +54.1%  W    90 time_up 
TVSMOTOR     2024-01-11    2070.54  2088.74    +0.9%  W    90 time_up 
ABSLAMC      2024-01-12     476.09   435.04    -8.6%  L    68 sl_hit  
BHARATFORG   2024-01-12    1235.54  1155.12    -6.5%  L    91 time_up 
BSOFT        2024-01-12     766.70   713.68    -6.9%  L    91 time_up 
ECLERX       2024-01-12    1353.72  1199.04   -11.4%  L    31 sl_hit  
INFY         2024-01-12    1518.38  1397.87    -7.9%  L    91 time_up 
LTTS         2024-01-12    5343.96  5521.70    +3.3%  W    91 time_up 
NAVA         2024-01-12     228.22   242.58    +6.3%  W    91 time_up 
PNB          2024-01-12      93.84   129.52   +38.0%  W    91 time_up 
TCS          2024-01-12    3616.14  3752.56    +3.8%  W    91 time_up 
HINDZINC     2024-01-15     298.78   268.74   -10.1%  L    60 sl_hit  
ITI          2024-01-15     315.30   281.25   -10.8%  L    28 sl_hit  
HEROMOTOCO   2024-01-16    4014.95  4099.71    +2.1%  W    90 time_up 
INTELLECT    2024-01-16     845.99  1013.05   +19.8%  W    90 time_up 
JWL          2024-01-16     382.04   306.95   -19.7%  L    57 sl_hit  
LICI         2024-01-16     872.74   943.84    +8.2%  W    90 time_up 
PNBHOUSING   2024-01-16     843.70   743.41   -11.9%  L    34 sl_hit  
KARURVYSYA   2024-01-18     140.31   153.95    +9.7%  W    91 time_up 
OIL          2024-01-18     245.84   380.79   +54.9%  W    91 time_up 
BHEL         2024-01-19     221.60   252.46   +13.9%  W    90 time_up 
ICICIGI      2024-01-19    1467.03  1687.19   +15.0%  W    90 time_up 
NBCC         2024-01-19      62.01    81.78   +31.9%  W    90 time_up 
NHPC         2024-01-19      69.04    85.30   +23.6%  W    90 time_up 
RAILTEL      2024-01-19     379.77   357.48    -5.9%  L    90 time_up 
ELGIEQUIP    2024-01-23     550.25   609.24   +10.7%  W    90 time_up 
GODREJPROP   2024-01-23    2268.95  2503.25   +10.3%  W    90 time_up 
CHOLAHLDNG   2024-01-24    1084.47  1100.10    +1.4%  W    90 time_up 
POWERGRID    2024-01-24     226.61   267.04   +17.8%  W    90 time_up 
AIAENG       2024-01-25    3861.15  3853.51    -0.2%  L    90 time_up 
FACT         2024-01-25     885.62   780.27   -11.9%  L    14 sl_hit  
MCX          2024-01-29     679.59   809.12   +19.1%  W    91 time_up 
MRF          2024-01-29   143435.67 130425.72    -9.1%  L    91 time_up 
LATENTVIEW   2024-01-30     475.00   496.00    +4.4%  W    90 time_up 
AMBUJACEM    2024-01-31     556.58   615.78   +10.6%  W    90 time_up 
BEML         2024-01-31    1729.32  1421.17   -17.8%  L    12 sl_hit  
VIJAYA       2024-01-31     658.33   697.16    +5.9%  W    90 time_up 
VTL          2024-01-31     419.42   436.82    +4.2%  W    90 time_up 
CANFINHOME   2024-02-02     806.88   690.21   -14.5%  L    46 sl_hit  
JINDALSTEL   2024-02-02     772.85   938.02   +21.4%  W    90 time_up 
TIMKEN       2024-02-02    3279.90  3039.14    -7.3%  L     5 sl_hit  
ACE          2024-02-05     987.38  1426.19   +44.4%  W    91 time_up 
JPPOWER      2024-02-05      19.90    15.10   -24.1%  L    37 sl_hit  
RADICO       2024-02-05    1731.16  1564.79    -9.6%  L    24 sl_hit  
BBTC         2024-02-06    1681.36  1469.00   -12.6%  L    73 sl_hit  
GLAND        2024-02-06    2098.99  1795.18   -14.5%  L    20 sl_hit  
HEG          2024-02-06     384.83   321.72   -16.4%  L     7 sl_hit  
IPCALAB      2024-02-06    1194.10  1330.67   +11.4%  W    90 time_up 
JBCHEPHARM   2024-02-06    1687.26  1502.64   -10.9%  L    24 sl_hit  
ADANIGREEN   2024-02-07    1866.00  1726.00    -7.5%  L    90 time_up 
LUPIN        2024-02-07    1577.53  1593.66    +1.0%  W    90 time_up 
ALKEM        2024-02-08    5179.83  4565.95   -11.8%  L    70 sl_hit  
TORNTPOWER   2024-02-09    1130.46  1285.61   +13.7%  W    90 time_up 
ONGC         2024-02-14     238.71   245.85    +3.0%  W    90 time_up 
CHENNPETRO   2024-02-15     925.60   736.87   -20.4%  L    27 sl_hit  
FEDERALBNK   2024-02-15     154.74   160.82    +3.9%  W    90 time_up 
BAJAJ-AUTO   2024-02-16    8053.82  8582.80    +6.6%  W    90 time_up 
SBILIFE      2024-02-16    1500.80  1447.43    -3.6%  L    90 time_up 
DIXON        2024-02-19    6738.44  9117.08   +35.3%  W    92 time_up 
FACT         2024-02-19     830.00   771.98    -7.0%  L     7 sl_hit  
EIHOTEL      2024-02-20     395.64   477.29   +20.6%  W    91 time_up 
SOBHA        2024-02-21    1474.70  1263.46   -14.3%  L    21 sl_hit  
SONATSOFTW   2024-02-21     810.58   733.51    -9.5%  L    20 sl_hit  
BAJAJHLDNG   2024-02-22    8550.71  7831.41    -8.4%  L    53 sl_hit  
ADANIPOWER   2024-02-26     114.09   140.97   +23.6%  W    91 time_up 
ATGL         2024-02-26    1074.87   964.49   -10.3%  L    15 sl_hit  
BLUESTARCO   2024-02-26    1245.18  1473.68   +18.4%  W    91 time_up 
PERSISTENT   2024-02-26    4163.43  3467.47   -16.7%  L    56 sl_hit  
WOCKPHARMA   2024-02-26     610.50   560.70    -8.2%  L    91 time_up 
SWANCORP     2024-02-27     752.77   637.56   -15.3%  L    90 time_up 
HCLTECH      2024-02-29    1548.20  1374.62   -11.2%  L    47 sl_hit  
HDFCAMC      2024-02-29    1809.82  1877.54    +3.7%  W    90 time_up 
ICICIBANK    2024-02-29    1035.23  1084.23    +4.7%  W    90 time_up 
KAYNES       2024-02-29    2955.65  2666.60    -9.8%  L    15 sl_hit  
KEC          2024-02-29     718.71   751.84    +4.6%  W    90 time_up 
NEULANDLAB   2024-02-29    7143.66  5938.35   -16.9%  L    11 sl_hit  
RELIANCE     2024-02-29    1450.07  1430.19    -1.4%  L    90 time_up 
GODREJCP     2024-03-01    1222.66  1121.66    -8.3%  L    48 sl_hit  
TATAPOWER    2024-03-04     387.66   451.79   +16.5%  W    91 time_up 
LICHSGFIN    2024-03-05     636.14   572.58   -10.0%  L     8 sl_hit  
POWERINDIA   2024-03-05    6323.24 11094.83   +75.5%  W    90 time_up 
UNIONBANK    2024-03-05     148.79   160.20    +7.7%  W    90 time_up 
ADANIENT     2024-03-06    3231.08  2764.20   -14.4%  L    64 sl_hit  
KPRMILL      2024-03-06     790.75   802.18    +1.4%  W    90 time_up 
TATASTEEL    2024-03-06     145.22   152.26    +4.8%  W    90 time_up 
DBREALTY     2024-03-07     282.70   250.50   -11.4%  L     5 sl_hit  
HAL          2024-03-07    3246.40  4271.61   +31.6%  W    90 time_up 
DMART        2024-03-11    3979.65  4778.40   +20.1%  W    91 time_up 
INDIGO       2024-03-19    3227.55  4294.99   +33.1%  W    91 time_up 
SUNPHARMA    2024-03-28    1590.15  1487.96    -6.4%  L    21 sl_hit  
JSWSTEEL     2024-04-01     862.85   934.05    +8.2%  W    91 time_up 
CANBK        2024-04-03     114.10   112.23    -1.6%  L    90 time_up 
AARTIIND     2024-04-08     701.91   619.35   -11.8%  L    37 sl_hit  
FINPIPE      2024-04-10     252.29   308.73   +22.4%  W    90 time_up 
GLENMARK     2024-04-10    1039.31  1353.79   +30.3%  W    90 time_up 
SRF          2024-04-10    2630.28  2378.19    -9.6%  L    90 time_up 
VOLTAS       2024-04-10    1330.44  1460.80    +9.8%  W    90 time_up 
SIEMENS      2024-04-19    3269.52  4165.47   +27.4%  W    90 time_up 
UTIAMC       2024-04-23     870.03   947.85    +8.9%  W    90 time_up 
GRASIM       2024-04-25    2349.84  2786.02   +18.6%  W    90 time_up 
KIRLOSENG    2024-04-26    1004.97  1200.87   +19.5%  W    90 time_up 
SBIN         2024-04-29     796.87   854.44    +7.2%  W    91 time_up 
ASTRAL       2024-04-30    2108.01  2192.26    +4.0%  W    90 time_up 
MANAPPURAM   2024-04-30     194.26   174.70   -10.1%  L     8 sl_hit  
STARHEALTH   2024-04-30     571.60   540.15    -5.5%  L     7 sl_hit  
DRREDDY      2024-05-02    1242.22  1145.81    -7.8%  L    15 sl_hit  
ALKEM        2024-05-06    5054.96  5217.19    +3.2%  W    91 time_up 
ELGIEQUIP    2024-05-06     659.78   588.93   -10.7%  L    24 sl_hit  
GVT&D        2024-05-15    1130.03  1690.14   +49.6%  W    90 time_up 
LINDEINDIA   2024-05-15    8745.98  7424.24   -15.1%  L    90 time_up 
TECHM        2024-05-16    1236.94  1468.35   +18.7%  W    90 time_up 
ZYDUSLIFE    2024-05-17    1036.91  1174.10   +13.2%  W    91 time_up 
IEX          2024-05-21     154.48   190.87   +23.6%  W    90 time_up 
DIXON        2024-05-22    9278.25 12665.53   +36.5%  W    90 time_up 
JBMA         2024-05-24     981.12   961.84    -2.0%  L    90 time_up 
MUTHOOTFIN   2024-05-28    1699.58  1912.84   +12.6%  W    90 time_up 
VIJAYA       2024-05-28     790.32   909.99   +15.1%  W    90 time_up 
JUBLPHARMA   2024-05-29     699.04   634.54    -9.2%  L     6 sl_hit  
ADANIPOWER   2024-05-30     139.68   128.31    -8.1%  L    90 time_up 
POLYMED      2024-05-30    1773.10  2306.58   +30.1%  W    90 time_up 
SAREGAMA     2024-05-30     497.35   512.21    +3.0%  W    90 time_up 
JSL          2024-05-31     787.09   654.52   -16.8%  L    67 sl_hit  
MINDACORP    2024-06-03     437.92   556.54   +27.1%  W    91 time_up 
PTCIL        2024-06-06   10787.90 14267.95   +32.3%  W    90 time_up 
JUBLPHARMA   2024-06-07     749.58   933.71   +24.6%  W    90 time_up 
BLUEDART     2024-06-10    7629.13  8093.33    +6.1%  W    91 time_up 
KARURVYSYA   2024-06-10     175.62   180.24    +2.6%  W    91 time_up 
JWL          2024-06-11     655.14   506.21   -22.7%  L    90 time_up 
LTF          2024-06-11     160.07   163.62    +2.2%  W    90 time_up 
SUNTV        2024-06-11     721.46   781.53    +8.3%  W    90 time_up 
ALOKINDS     2024-06-12      27.70    26.62    -3.9%  L    90 time_up 
MAXHEALTH    2024-06-12     867.99   877.74    +1.1%  W    90 time_up 
RPOWER       2024-06-12      31.54    30.03    -4.8%  L    90 time_up 
WOCKPHARMA   2024-06-12     592.60  1041.00   +75.7%  W    90 time_up 
AIAENG       2024-06-14    3942.34  4297.92    +9.0%  W    90 time_up 
DMART        2024-06-18    5039.30  5204.80    +3.3%  W    90 time_up 
KALYANKJIL   2024-06-18     421.82   697.91   +65.5%  W    90 time_up 
LLOYDSME     2024-06-18     746.16   789.41    +5.8%  W    90 time_up 
JUBLINGREA   2024-06-19     547.80   761.48   +39.0%  W    90 time_up 
SONACOMS     2024-06-19     636.64   738.15   +15.9%  W    90 time_up 
JSWENERGY    2024-06-21     720.80   739.93    +2.6%  W    90 time_up 
SUPREMEIND   2024-06-21    5802.62  5108.48   -12.0%  L    42 sl_hit  
GRANULES     2024-06-24     484.82   558.49   +15.2%  W    91 time_up 
NEULANDLAB   2024-06-24    6687.73 12398.58   +85.4%  W    91 time_up 
POWERINDIA   2024-06-24   11597.91 12719.16    +9.7%  W    91 time_up 
BALKRISIND   2024-06-27    3161.68  2751.21   -13.0%  L    47 sl_hit  
GODREJCP     2024-06-27    1323.76  1394.50    +5.3%  W    90 time_up 
MOTHERSON    2024-06-27     130.98   136.15    +4.0%  W    90 time_up 
RELIANCE     2024-06-28    1553.90  1491.99    -4.0%  L    90 time_up 
IGL          2024-07-01     250.11   268.70    +7.4%  W    91 time_up 
METROPOLIS   2024-07-01     512.60   546.88    +6.7%  W    91 time_up 
OLECTRA      2024-07-01    1839.77  1556.71   -15.4%  L    36 sl_hit  
CANFINHOME   2024-07-02     866.22   872.53    +0.7%  W    90 time_up 
PIDILITIND   2024-07-02    1524.34  1668.25    +9.4%  W    90 time_up 
COCHINSHIP   2024-07-03    2405.01  2047.72   -14.9%  L    48 sl_hit  
BDL          2024-07-04    1670.26  1455.86   -12.8%  L    15 sl_hit  
HONAUT       2024-07-04   58357.33 49588.93   -15.0%  L    63 sl_hit  
LALPATHLAB   2024-07-04    1432.23  1687.92   +17.9%  W    91 time_up 
LAURUSLABS   2024-07-04     453.09   459.42    +1.4%  W    91 time_up 
SOLARINDS    2024-07-04   12162.97 11375.84    -6.5%  L    91 time_up 
BEML         2024-07-05    2500.32  2066.17   -17.4%  L    31 sl_hit  
SARDAEN      2024-07-05     244.67   490.72  +100.6%  W    90 time_up 
MARICO       2024-07-08     631.62   668.55    +5.8%  W    91 time_up 
BLUESTARCO   2024-07-09    1828.80  1926.35    +5.3%  W    90 time_up 
BRITANNIA    2024-07-09    5523.62  6041.13    +9.4%  W    90 time_up 
HSCL         2024-07-09     425.11   598.49   +40.8%  W    90 time_up 
GLENMARK     2024-07-10    1374.51  1730.31   +25.9%  W    90 time_up 
VTL          2024-07-10     521.24   439.00   -15.8%  L    89 sl_hit  
FINCABLES    2024-07-11    1594.07  1282.46   -19.6%  L    88 sl_hit  
ITC          2024-07-11     418.15   448.28    +7.2%  W    90 time_up 
KPITTECH     2024-07-12    1843.95  1716.33    -6.9%  L    90 time_up 
NYKAA        2024-07-12     180.29   192.93    +7.0%  W    90 time_up 
FINPIPE      2024-07-15     314.48   310.83    -1.2%  L    91 time_up 
INDIANB      2024-07-15     564.22   497.29   -11.9%  L    58 sl_hit  
M&MFIN       2024-07-16     290.09   276.38    -4.7%  L    90 time_up 
TORNTPHARM   2024-07-16    2926.35  3432.83   +17.3%  W    90 time_up 
BOSCHLTD     2024-07-18   34511.44 37749.20    +9.4%  W    90 time_up 
CHOLAFIN     2024-07-18    1446.05  1482.03    +2.5%  W    90 time_up 
DABUR        2024-07-18     629.13   560.89   -10.8%  L    78 sl_hit  
INDIACEM     2024-07-18     344.75   363.15    +5.3%  W    90 time_up 
IRFC         2024-07-19     198.78   160.87   -19.1%  L    54 sl_hit  
OFSS         2024-07-19   10326.05  9429.44    -8.7%  L    17 sl_hit  
ABBOTINDIA   2024-07-22   27561.19 28773.85    +4.4%  W    91 time_up 
ASAHIINDIA   2024-07-23     691.43   704.23    +1.9%  W    90 time_up 
CAMS         2024-07-23     787.20   904.76   +14.9%  W    90 time_up 
DRREDDY      2024-07-23    1364.35  1331.04    -2.4%  L    90 time_up 
INDUSTOWER   2024-07-23     434.55   384.05   -11.6%  L    70 sl_hit  
PETRONET     2024-07-23     315.44   328.06    +4.0%  W    90 time_up 
CASTROLIND   2024-07-24     251.70   195.08   -22.5%  L    90 time_up 
IDBI         2024-07-24      95.46    75.32   -21.1%  L    90 sl_hit  
PPLPHARMA    2024-07-24     166.44   214.97   +29.2%  W    90 time_up 
ADANIGREEN   2024-07-25    1820.50  1702.10    -6.5%  L    90 time_up 
BIOCON       2024-07-25     361.37   324.77   -10.1%  L    90 time_up 
INDIGO       2024-07-25    4424.72  4512.37    +2.0%  W    90 time_up 
UTIAMC       2024-07-25     993.85  1186.01   +19.3%  W    90 time_up 
BASF         2024-07-26    5770.22  7372.10   +27.8%  W    90 time_up 
DIVISLAB     2024-07-26    4739.79  5710.65   +20.5%  W    90 time_up 
FORTIS       2024-07-26     509.20   584.91   +14.9%  W    90 time_up 
ICICIPRULI   2024-07-26     723.94   766.98    +6.0%  W    90 time_up 
JINDALSAW    2024-07-26     286.71   315.37   +10.0%  W    90 time_up 
MGL          2024-07-26    1768.70  1531.31   -13.4%  L    84 sl_hit  
TATAPOWER    2024-07-26     442.10   403.08    -8.8%  L    19 sl_hit  
AKZOINDIA    2024-07-29    2741.59  3481.18   +27.0%  W    91 time_up 
AUROPHARMA   2024-07-29    1399.75  1429.19    +2.1%  W    91 time_up 
EIDPARRY     2024-07-29     843.10   761.75    -9.7%  L    91 time_up 
ERIS         2024-07-29    1093.54  1273.77   +16.5%  W    91 time_up 
GUJGASLTD    2024-07-29     654.11   582.92   -10.9%  L    15 sl_hit  
MMTC         2024-07-30     111.41    81.11   -27.2%  L    69 sl_hit  
RELINFRA     2024-07-30     201.26   274.45   +36.4%  W    90 time_up 
SAPPHIRE     2024-07-30     321.09   342.35    +6.6%  W    90 time_up 
ABFRL        2024-07-31     343.70   300.30   -12.6%  L    86 sl_hit  
GAIL         2024-07-31     223.88   195.96   -12.5%  L    50 sl_hit  
GLAND        2024-07-31    2100.16  1882.71   -10.3%  L    22 sl_hit  
JSWSTEEL     2024-07-31     925.76   956.23    +3.3%  W    90 time_up 
NCC          2024-07-31     351.98   297.53   -15.5%  L    65 sl_hit  
DLF          2024-08-01     867.55   771.36   -11.1%  L    85 sl_hit  
GODREJIND    2024-08-01     951.05  1024.15    +7.7%  W    90 time_up 
PIIND        2024-08-05    4176.89  4437.15    +6.2%  W    91 time_up 
ALKEM        2024-08-07    5411.63  5571.74    +3.0%  W    90 time_up 
BLS          2024-08-08     395.67   413.74    +4.6%  W    90 time_up 
JMFINANCIL   2024-08-08      96.03    88.39    -8.0%  L     6 sl_hit  
TRITURBINE   2024-08-08     678.90   672.51    -0.9%  L    90 time_up 
MFSL         2024-08-09    1092.20  1235.80   +13.2%  W    90 time_up 
VGUARD       2024-08-12     501.31   434.82   -13.3%  L    52 sl_hit  
CENTURYPLY   2024-08-13     728.32   814.42   +11.8%  W    90 time_up 
HFCL         2024-08-13     136.06   114.74   -15.7%  L    70 sl_hit  
POLICYBZR    2024-08-14    1574.05  1685.10    +7.1%  W    90 time_up 
BBTC         2024-08-19    2335.63  2502.57    +7.2%  W    91 time_up 
HINDCOPPER   2024-08-19     320.55   269.92   -15.8%  L    67 sl_hit  
CEATLTD      2024-08-21    2799.34  2804.54    +0.2%  W    90 time_up 
CHOLAHLDNG   2024-08-21    1650.16  1548.78    -6.1%  L    90 time_up 
ZENTEC       2024-08-21    1778.98  1766.41    -0.7%  L    90 time_up 
MANAPPURAM   2024-08-22     211.74   187.64   -11.4%  L    42 sl_hit  
NATCOPHARM   2024-08-22    1535.05  1362.94   -11.2%  L    91 time_up 
RADICO       2024-08-22    1762.69  2308.15   +30.9%  W    91 time_up 
SUMICHEM     2024-08-22     541.15   508.57    -6.0%  L    91 time_up 
CGPOWER      2024-08-23     747.06   708.32    -5.2%  L    90 time_up 
CAPLIPOINT   2024-08-26    1834.41  1971.16    +7.5%  W    91 time_up 
HAVELLS      2024-08-27    1877.41  1733.37    -7.7%  L    57 sl_hit  
IEX          2024-08-28     197.86   174.18   -12.0%  L    55 sl_hit  
TECHM        2024-08-28    1567.51  1696.32    +8.2%  W    90 time_up 
WIPRO        2024-08-28     250.57   276.06   +10.2%  W    90 time_up 
INFY         2024-08-29    1856.64  1869.18    +0.7%  W    90 time_up 
NAVA         2024-08-29     470.39   505.86    +7.5%  W    90 time_up 
STARHEALTH   2024-08-30     628.65   547.60   -12.9%  L    42 sl_hit  
SYNGENE      2024-08-30     867.07   915.12    +5.5%  W    90 time_up 
KPIL         2024-09-02    1374.36  1174.47   -14.5%  L    53 sl_hit  
BIKAJI       2024-09-03     870.25   791.65    -9.0%  L    90 time_up 
VEDL         2024-09-03     414.33   429.42    +3.6%  W    90 time_up 
VIJAYA       2024-09-05     945.30  1136.01   +20.2%  W    90 time_up 
EMAMILTD     2024-09-06     800.87   723.21    -9.7%  L    10 sl_hit  
JUBLPHARMA   2024-09-06     947.60  1200.07   +26.6%  W    90 time_up 
INOXWIND     2024-09-10     241.52   208.67   -13.6%  L    90 time_up 
ABREL        2024-09-11    2611.01  2799.14    +7.2%  W    90 time_up 
APARINDS     2024-09-11    9897.80  9872.05    -0.3%  L    90 time_up 
JINDALSTEL   2024-09-12    1002.66   908.45    -9.4%  L    40 sl_hit  
KIMS         2024-09-12     547.18   611.50   +11.8%  W    90 time_up 
LUPIN        2024-09-12    2233.61  2003.39   -10.3%  L    63 sl_hit  
MAXHEALTH    2024-09-12     912.75  1130.89   +23.9%  W    90 time_up 
CONCORDBIO   2024-09-13    2066.12  2128.87    +3.0%  W    90 time_up 
OFSS         2024-09-13   11699.64 11540.73    -1.4%  L    90 time_up 
NAUKRI       2024-09-16    1568.15  1750.50   +11.6%  W    91 time_up 
SUNTV        2024-09-16     813.29   755.55    -7.1%  L    25 sl_hit  
JBMA         2024-09-17     989.88   927.39    -6.3%  L     7 sl_hit  
LLOYDSME     2024-09-17     820.24  1147.89   +40.0%  W    90 time_up 
PCBL         2024-09-17     484.93   472.97    -2.5%  L    90 time_up 
PAGEIND      2024-09-18   42054.86 48336.53   +14.9%  W    90 time_up 
ABCAPITAL    2024-09-19     229.54   207.57    -9.6%  L    33 sl_hit  
MCX          2024-09-19    1140.23  1334.50   +17.0%  W    90 time_up 
JSWENERGY    2024-09-20     779.27   671.55   -13.8%  L    17 sl_hit  
PGEL         2024-09-20     613.03   950.43   +55.0%  W    90 time_up 
RRKABEL      2024-09-20    1698.19  1443.89   -15.0%  L    38 sl_hit  
SONACOMS     2024-09-20     741.07   631.10   -14.8%  L    28 sl_hit  
TIINDIA      2024-09-20    4283.24  3612.85   -15.7%  L    52 sl_hit  
MINDACORP    2024-09-23     585.73   499.51   -14.7%  L    91 time_up 
OBEROIRLTY   2024-09-23    1886.34  2248.72   +19.2%  W    91 time_up 
HINDALCO     2024-09-24     712.62   622.04   -12.7%  L    50 sl_hit  
SCHNEIDER    2024-09-24     853.55   747.45   -12.4%  L    13 sl_hit  
CRAFTSMAN    2024-09-25    6598.99  5489.72   -16.8%  L    27 sl_hit  
SAREGAMA     2024-09-25     602.62   476.07   -21.0%  L    30 sl_hit  
TATACOMM     2024-09-25    2096.40  1752.88   -16.4%  L    28 sl_hit  
EICHERMOT    2024-09-26    4930.32  4564.66    -7.4%  L    21 sl_hit  
JUBLFOOD     2024-09-26     686.70   628.06    -8.5%  L     8 sl_hit  
TRENT        2024-09-26    7838.61  7057.59   -10.0%  L    91 time_up 
APOLLOHOSP   2024-09-27    7204.98  7232.02    +0.4%  W    90 time_up 
BALRAMCHIN   2024-09-27     646.10   532.23   -17.6%  L    48 sl_hit  
NTPC         2024-09-27     419.79   360.11   -14.2%  L    48 sl_hit  
PRAJIND      2024-09-27     791.30   691.39   -12.6%  L    31 sl_hit  
KEC          2024-09-30    1032.04  1191.68   +15.5%  W    91 time_up 
POWERINDIA   2024-09-30   14541.08 12117.74   -16.7%  L    44 sl_hit  
WHIRLPOOL    2024-09-30    2280.80  1924.13   -15.6%  L    42 sl_hit  
IGL          2024-10-01     268.63   242.73    -9.6%  L    16 sl_hit  
KFINTECH     2024-10-01    1129.79   936.78   -17.1%  L    24 sl_hit  
METROPOLIS   2024-10-01     561.60   512.05    -8.8%  L    90 time_up 
JUBLINGREA   2024-10-03     809.77   814.87    +0.6%  W    90 time_up 
LALPATHLAB   2024-10-04    1725.41  1505.15   -12.8%  L    20 sl_hit  
HOMEFIRST    2024-10-09    1305.31  1098.95   -15.8%  L    13 sl_hit  
CRISIL       2024-10-11    4638.66  5601.71   +20.8%  W    90 time_up 
